Geographic;City;percent_completed_hs
MO;Hume town;79.9
IL;Hume village;84.3
IA;Humeston city;92.1
PA;Hummels Wharf CDP;86.2
PA;Hummelstown borough;92.4
AR;Humnoke city;76.1
AR;Humphrey city;83
NE;Humphrey city;94.9
MO;Humphreys village;56.9
WA;Humptulips CDP;92.1
WV;Hundred town;80.1
TX;Hungerford CDP;87.5
MT;Hungry Horse CDP;76.9
PA;Hunker borough;94.7
KS;Hunnewell city;82.2
MO;Hunnewell city;83.8
NY;Hunt CDP;78.9
MO;Hunter CDP;56.3
OH;Hunter CDP;85.2
TN;Hunter CDP;88.9
KS;Hunter city;100
ND;Hunter city;96.5
AZ;Hunter Creek CDP;-
AR;Hunter town;71.3
OK;Hunter town;82.4
NY;Hunter village;95.8
FL;Hunters Creek CDP;95.4
TX;Hunters Creek Village city;98.6
KY;Hunters Hollow city;80.2
PA;Hunterstown CDP;75.2
WV;Huntersville CDP;87.2
NC;Huntersville town;95.4
IN;Huntertown town;96.4
OH;Hunting Valley village;98.7
IN;Huntingburg city;74.6
PA;Huntingdon borough;91.9
TN;Huntingdon town;72.5
NY;Huntington Bay village;99.3
CA;Huntington Beach city;92.4
MA;Huntington CDP;91.4
NY;Huntington CDP;96.6
VA;Huntington CDP;91.6
AR;Huntington city;71.6
IN;Huntington city;86
OR;Huntington city;71.8
TX;Huntington city;79.4
UT;Huntington city;85.3
WV;Huntington city;87.3
CA;Huntington Park city;41.4
NY;Huntington Station CDP;77.6
MI;Huntington Woods city;98.9
MD;Huntingtown CDP;97.6
TN;Huntland town;77.2
MO;Huntleigh city;97
MT;Huntley CDP;100
WY;Huntley CDP;-
IL;Huntley village;95.5
NE;Huntley village;100
WA;Hunts Point town;98.3
MO;Huntsdale town;81.8
AL;Huntsville city;90.2
AR;Huntsville city;80
MO;Huntsville city;87
TX;Huntsville city;81.7
TN;Huntsville town;69.6
UT;Huntsville town;96.9
OH;Huntsville village;90.3
MO;Hurdland city;88.4
ND;Hurdsfield city;79.2
MS;Hurley CDP;87
NY;Hurley CDP;95.4
MO;Hurley city;73.9
SD;Hurley city;97.7
WI;Hurley city;88.1
NM;Hurley town;87.7
MD;Hurlock town;78
CA;Huron city;27
KS;Huron city;69.8
OH;Huron city;93.3
SD;Huron city;81
UT;Hurricane city;93.6
WV;Hurricane city;91
IL;Hurst city;80.8
TX;Hurst city;85.5
KY;Hurstbourne Acres city;95.4
KY;Hurstbourne city;96
VA;Hurt town;86.2
AL;Hurtsboro town;75.3
AK;Huslia city;93.1
MT;Huson CDP;100
WI;Hustisford village;91.6
WI;Hustler village;87.3
KY;Hustonville city;85.2
IA;Hutchins CDP;100
TX;Hutchins city;72.2
NJ;Hutchinson CDP;100
KS;Hutchinson city;87.6
MN;Hutchinson city;93.9
FL;Hutchinson Island South CDP;95.1
IL;Hutsonville village;84.2
AR;Huttig city;82.3
TX;Hutto city;93
MD;Hutton CDP;30.4
WV;Huttonsville town;79.4
IA;Huxley city;93.3
TX;Huxley city;82.5
CA;Hyampom CDP;82.1
NE;Hyannis village;97.2
MD;Hyattsville city;76.4
WY;Hyattville CDP;100
VA;Hybla Valley CDP;72.6
AK;Hydaburg city;90.1
PA;Hyde CDP;80.7
PA;Hyde Park borough;93.5
NY;Hyde Park CDP;94.2
PA;Hyde Park CDP;83.6
UT;Hyde Park city;97.4
VT;Hyde Park village;97.3
KY;Hyden city;64.8
AK;Hyder CDP;53.8
CA;Hydesville CDP;96.1
PA;Hydetown borough;84.6
OK;Hydro town;85.4
IN;Hymera town;80.8
PA;Hyndman borough;81.8
FL;Hypoluxo town;94.2
UT;Hyrum city;90.8
MT;Hysham town;92.1
AL;Hytop town;70.6
WV;Iaeger town;49.1
TX;Iago CDP;100
MO;Iatan village;75
OH;Iberia CDP;93.4
MO;Iberia city;81.5
NC;Icard CDP;70.7
AZ;Icehouse Canyon CDP;88.1
IA;Ida Grove city;89
LA;Ida village;86
OK;Idabel city;79.7
ID;Idaho City city;91.3
ID;Idaho Falls city;90.2
CO;Idaho Springs city;93.7
CO;Idalia CDP;100
TX;Idalou city;81.3
WV;Idamay CDP;100
OR;Idanha city;81.8
IN;Idaville CDP;92.5
OR;Idaville CDP;86.4
PA;Idaville CDP;97.6
GA;Ideal city;71
AL;Ider town;80.5
CO;Idledale CDP;88
CA;Idlewild CDP;100
CA;Idyllwild-Pine Cove CDP;96.6
VA;Idylwood CDP;88.8
AK;Igiugig CDP;90.3
TX;Iglesia Antigua CDP;48.4
CO;Ignacio town;87.9
MN;Ihlen city;85.7
GA;Ila city;66.3
MD;Ilchester CDP;94.1
AK;Iliamna CDP;88.7
CO;Iliff town;96.5
NY;Ilion village;89.7
IL;Illiopolis village;90.1
WA;Ilwaco city;95.7
OR;Imbler city;93.4
AR;Imboden town;88.9
NV;Imlay CDP;100
MI;Imlay City city;72.1
FL;Immokalee CDP;41.3
IA;Imogene city;88.5
TX;Impact town;100
CA;Imperial Beach city;79.5
MO;Imperial CDP;89.7
PA;Imperial CDP;87
TX;Imperial CDP;74.7
CA;Imperial city;86.2
NE;Imperial city;86
IL;Ina village;62.1
NE;Inavale CDP;89.4
WA;Inchelium CDP;78.7
NV;Incline Village CDP;94.4
CA;Independence CDP;91.9
IA;Independence city;92.1
KS;Independence city;89.5
KY;Independence city;89.8
MN;Independence city;98.3
MO;Independence city;87.6
OH;Independence city;94
OR;Independence city;83.2
WI;Independence city;81.6
LA;Independence town;72.2
UT;Independence town;98
VA;Independence town;74.6
VA;Independent Hill CDP;93.6
WA;Index town;93.6
SC;India Hook CDP;89.6
OK;Indiahoma town;87.6
FL;Indialantic town;97.3
NC;Indian Beach town;100
FL;Indian Creek village;95.5
IL;Indian Creek village;98.6
CA;Indian Falls CDP;100
FL;Indian Harbour Beach city;93.5
IL;Indian Head Park village;93.2
MD;Indian Head town;92.9
CO;Indian Hills CDP;97.2
NV;Indian Hills CDP;89.3
NM;Indian Hills CDP;87.9
TX;Indian Hills CDP;26.1
KY;Indian Hills city;98.9
PA;Indian Lake borough;96.1
TX;Indian Lake town;66.2
PA;Indian Mountain Lake CDP;92.4
MO;Indian Point village;89.8
MI;Indian River CDP;88.3
FL;Indian River Estates CDP;87.9
FL;Indian River Shores town;97.4
FL;Indian Rocks Beach city;94.7
FL;Indian Shores town;98.4
GA;Indian Springs CDP;91.9
MD;Indian Springs CDP;100
MT;Indian Springs CDP;100
NV;Indian Springs CDP;90.2
TX;Indian Springs CDP;65
AL;Indian Springs Village city;97.2
NC;Indian Trail town;92.5
IN;Indian Village town;87.8
AZ;Indian Wells CDP;66.9
CA;Indian Wells city;94.4
PA;Indiana borough;96.1
IN;Indianapolis city;84.9
IN;Indianapolis city (balance);84.9
CA;Indianola CDP;85.9
OK;Indianola CDP;-
WA;Indianola CDP;96.6
IA;Indianola city;95.5
MS;Indianola city;75.8
NE;Indianola city;89.1
OK;Indianola town;76.5
IL;Indianola village;90.4
FL;Indiantown CDP;55.9
TX;Indio CDP;-
CA;Indio city;73.7
CA;Indio Hills CDP;64.9
PA;Industry borough;91.8
CA;Industry city;90.7
TX;Industry city;80.9
IL;Industry village;93.9
TX;Inez CDP;90.1
KY;Inez city;61.7
KS;Ingalls city;94.6
IL;Ingalls Park CDP;87.4
IN;Ingalls town;86.4
MN;Inger CDP;82.7
TX;Ingleside city;86.7
TX;Ingleside on the Bay city;93.5
CA;Inglewood city;72.5
NE;Inglewood village;89.3
FL;Inglis town;84.4
NC;Ingold CDP;47.1
PA;Ingram borough;95.1
TX;Ingram city;74.5
WI;Ingram village;86
PA;Inkerman CDP;87.4
ID;Inkom city;97.7
MI;Inkster city;83.6
ND;Inkster city;83.3
NE;Inland CDP;100
KS;Inman city;84.1
SC;Inman city;79.9
SC;Inman Mills CDP;75.4
NE;Inman village;88.4
LA;Inniswold CDP;96.8
VA;Innsbrook CDP;97.6
MO;Innsbrook village;96.7
OK;Inola town;88.2
PA;Intercourse CDP;72.4
SD;Interior town;95.8
FL;Interlachen town;80.2
NJ;Interlaken borough;97.5
CA;Interlaken CDP;64.7
NY;Interlaken village;89
MI;Interlochen CDP;92
MN;International Falls city;87.4
MN;Inver Grove Heights city;93
CA;Inverness CDP;96.1
CO;Inverness CDP;100
MT;Inverness CDP;89
FL;Inverness city;81.2
FL;Inverness Highlands North CDP;91.2
FL;Inverness Highlands South CDP;85.9
MS;Inverness town;77.3
IL;Inverness village;97.8
FL;Inwood CDP;68.1
NY;Inwood CDP;75.4
WV;Inwood CDP;90.4
IA;Inwood city;87.9
CA;Inyokern CDP;94.5
PA;Iola CDP;78.6
KS;Iola city;89.8
TX;Iola city;76.1
IL;Iola village;86.4
WI;Iola village;90.7
FL;Iona CDP;93.6
ID;Iona city;91
MN;Iona city;79.1
CA;Ione city;88.5
OR;Ione city;93.3
WA;Ione town;90.7
IA;Ionia city;94
MI;Ionia city;81.1
MO;Ionia town;74.7
LA;Iota town;78.9
IA;Iowa City city;95.1
TX;Iowa Colony village;78.9
IA;Iowa Falls city;92.3
TX;Iowa Park city;90.2
LA;Iowa town;84.5
IL;Ipava village;92
MA;Ipswich CDP;93.2
SD;Ipswich city;89.2
TX;Iraan city;77.1
VT;Irasburg CDP;88.6
TX;Iredell city;88
MO;Irena village;100
SD;Irene city;88.9
IA;Ireton city;92.6
SC;Irmo town;92.6
WI;Iron Belt CDP;100
TN;Iron City CDP;83.3
GA;Iron City town;87.6
VA;Iron Gate town;85.4
CA;Iron Horse CDP;82.7
MN;Iron Junction city;83.5
MI;Iron Mountain city;91.5
MO;Iron Mountain Lake city;72
OK;Iron Post CDP;94.7
WI;Iron Ridge village;93.4
WI;Iron River CDP;90.2
MI;Iron River city;89.7
NC;Iron Station CDP;75.1
GA;Irondale CDP;88.4
AL;Irondale city;87.4
MO;Irondale city;74.3
OH;Irondale village;80.3
NY;Irondequoit CDP;91.9
MI;Ironton CDP;97.7
MN;Ironton city;86.3
MO;Ironton city;80.6
OH;Ironton city;89.1
WI;Ironton village;90.2
KY;Ironville CDP;100
MI;Ironwood city;90.6
SD;Iroquois city;91.4
HI;Iroquois Point CDP;96.1
IL;Iroquois village;93
OR;Irrigon city;79.5
CA;Irvine city;96.3
KY;Irvine city;68.8
TX;Irving city;79.7
IL;Irving village;79.1
IA;Irvington CDP;100
KY;Irvington city;79.4
VA;Irvington town;97.1
IL;Irvington village;92.6
NY;Irvington village;95.7
PA;Irvona borough;86.6
PA;Irwin borough;94.2
MO;Irwin CDP;22.9
SC;Irwin CDP;78.3
ID;Irwin city;93.1
IA;Irwin city;91.6
IL;Irwin village;96.2
CA;Irwindale city;72.7
GA;Irwinton city;73.1
KS;Isabel city;93.9
SD;Isabel town;92.8
OK;Isabella CDP;64
MN;Isanti city;93.2
NJ;Iselin CDP;89.4
MI;Ishpeming city;93.1
CA;Isla Vista CDP;82.6
FL;Islamorada, Village of Islands village;95.6
KY;Island city;76.4
OR;Island City city;93.6
NJ;Island Heights borough;97.3
IL;Island Lake village;92.2
ID;Island Park city;95.5
NY;Island Park village;91.1
VT;Island Pond CDP;78.9
FL;Island Walk CDP;97.9
NY;Islandia village;87.5
SC;Islandton CDP;100
MN;Isle city;85.3
GA;Isle of Hope CDP;95.2
SC;Isle of Palms city;99
NM;Isleta Village Proper CDP;75.3
CA;Isleton city;76.7
NY;Islip CDP;92.4
NY;Islip Terrace CDP;94.2
MT;Ismay town;100
MS;Isola town;61.8
WA;Issaquah city;97.9
FL;Istachatta CDP;39.7
TX;Italy town;83.5
TX;Itasca city;68.1
IL;Itasca village;91.5
MI;Ithaca city;89.2
NY;Ithaca city;94.2
NE;Ithaca village;83.1
OH;Ithaca village;93.8
WV;Itmann CDP;94.4
MS;Itta Bena city;74.2
KS;Iuka city;84.7
MS;Iuka city;68.8
IL;Iuka village;84.8
SC;Iva town;66.4
AL;Ivalee CDP;77
CA;Ivanhoe CDP;42.5
NC;Ivanhoe CDP;79.2
VA;Ivanhoe CDP;41.4
MN;Ivanhoe city;86.1
TX;Ivanhoe city;87.9
AK;Ivanof Bay CDP;-
FL;Ives Estates CDP;88
IL;Ivesdale village;91.5
GA;Ivey city;86.1
UT;Ivins city;93.9
VA;Ivor town;86.7
VA;Ivy CDP;100
PA;Ivyland borough;92.3
OK;IXL town;69.7
WI;Ixonia CDP;96.4
TX;J.F. Villareal CDP;0
NC;JAARS CDP;96.7
TX;Jacinto City city;47
NV;Jackpot CDP;50.1
TX;Jacksboro city;76.1
TN;Jacksboro town;79.4
PA;Jackson Center borough;84.7
OH;Jackson Center village;91.2
AL;Jackson city;85.8
CA;Jackson city;92.3
GA;Jackson city;72.8
KY;Jackson city;70.9
MI;Jackson city;84.3
MN;Jackson city;87.9
MS;Jackson city;84.1
MO;Jackson city;92.5
OH;Jackson city;86.9
TN;Jackson city;87.5
NC;Jackson Heights CDP;63.2
IA;Jackson Junction city;96.8
CO;Jackson Lake CDP;64.5
LA;Jackson town;61.8
NC;Jackson town;84.5
SC;Jackson town;87.1
WY;Jackson town;93.3
NE;Jackson village;92.9
WI;Jackson village;92.5
SC;Jacksonboro CDP;79
WV;Jacksonburg CDP;89.2
OH;Jacksonburg village;71.9
AR;Jacksonport town;62.3
AL;Jacksons' Gap town;67.1
FL;Jacksonville Beach city;96.2
IA;Jacksonville CDP;100
PA;Jacksonville CDP (Centre County);96.2
PA;Jacksonville CDP (Indiana County);88.5
AL;Jacksonville city;89
AR;Jacksonville city;86
FL;Jacksonville city;88.2
GA;Jacksonville city;82
IL;Jacksonville city;88.3
NC;Jacksonville city;92.3
OR;Jacksonville city;96.6
TX;Jacksonville city;70.5
MO;Jacksonville village;79.3
OH;Jacksonville village;86.3
VT;Jacksonville village;97.1
PA;Jacksonwald CDP;93.9
FL;Jacob City city;79.3
PA;Jacobus borough;93.3
NM;Jacona CDP;89.3
NM;Jaconita CDP;91.3
CA;Jacumba CDP;62.5
NH;Jaffrey CDP;83
AZ;Jakes Corner CDP;70.7
GA;Jakin city;72.6
NM;Jal city;72.6
IN;Jalapa CDP;89.3
TX;Jamaica Beach city;98.8
IA;Jamaica city;83.9
NC;James City CDP;85
PA;James City CDP;87.7
SC;James Island town;93.6
WY;James Town CDP;95.9
NJ;Jamesburg borough;87.6
MO;Jameson town;89.6
NY;Jamesport CDP;100
MO;Jamesport city;76.1
PA;Jamestown borough;86.8
CA;Jamestown CDP;93.9
WA;Jamestown CDP;90
KS;Jamestown city;88.2
KY;Jamestown city;68.5
NY;Jamestown city;85.9
ND;Jamestown city;88.8
TN;Jamestown city;66.5
CO;Jamestown town;97.4
IN;Jamestown town;91.4
MO;Jamestown town;83.5
NC;Jamestown town;90.4
SC;Jamestown town;89.1
LA;Jamestown village;79.3
OH;Jamestown village;86.7
NY;Jamestown West CDP;85.5
NC;Jamesville town;78.3
PA;Jamison City CDP;89.6
CA;Jamul CDP;93.6
FL;Jan Phyl Village CDP;84.1
WV;Jane Lew town;89.9
MO;Jane town;76.4
CA;Janesville CDP;92.4
IA;Janesville city;94.9
MN;Janesville city;92.9
WI;Janesville city;91
CO;Jansen CDP;96.2
NE;Jansen village;89.7
NM;Jarales CDP;79.7
TX;Jardin de San Julian CDP;0
MT;Jardine CDP;77.3
VA;Jarratt town;85.3
TX;Jarrell city;86.9
MD;Jarrettsville CDP;98.6
FL;Jasmine Estates CDP;82.6
IN;Jasonville city;80.3
MI;Jasper CDP;79.4
AL;Jasper city;85.3
AR;Jasper city;79.6
FL;Jasper city;66.1
GA;Jasper city;84.5
IN;Jasper city;88.2
MN;Jasper city;85.9
MO;Jasper city;79.8
TX;Jasper city;79.2
TN;Jasper town;82.5
SD;Java town;86.7
OK;Jay city;75.5
FL;Jay town;84.2
TX;Jayton city;74.9
LA;Jean Lafitte town;73.9
LA;Jeanerette city;78.7
PA;Jeannette city;90.8
AZ;Jeddito CDP;77.4
PA;Jeddo borough;95.1
KY;Jeff CDP;78
MN;Jeffers city;82.4
OR;Jeffers Gardens CDP;96.8
PA;Jefferson borough (Greene County);88.4
PA;Jefferson borough (York County);81.9
LA;Jefferson CDP;83.5
MD;Jefferson CDP;96.6
WV;Jefferson CDP;67.7
GA;Jefferson city;88
IA;Jefferson city;90.7
OR;Jefferson city;87.6
SD;Jefferson city;91.7
TX;Jefferson city;88.8
WI;Jefferson city;90
MT;Jefferson City CDP;100
MO;Jefferson City city;91.5
TN;Jefferson City city;82.6
NY;Jefferson Heights CDP;77.1
PA;Jefferson Hills borough;95.9
NC;Jefferson town;74.9
OK;Jefferson town;76.9
SC;Jefferson town;79.9
NY;Jefferson Valley-Yorktown CDP;95.2
OH;Jefferson village;91.1
KY;Jeffersontown city;93.4
GA;Jeffersonville city;63.4
IN;Jeffersonville city;88.6
KY;Jeffersonville city;71.8
IL;Jeffersonville village;83.8
NY;Jeffersonville village;86.2
OH;Jeffersonville village;79.8
VT;Jeffersonville village;95.3
WY;Jeffrey City CDP;-
IL;Jeisyville village;68.8
TN;Jellico city;67.4
NM;Jemez Pueblo CDP;89.6
NM;Jemez Springs village;98.5
AL;Jemison city;77.8
LA;Jena town;79.5
OH;Jenera village;94.7
MI;Jenison CDP;93.3
KY;Jenkins city;76.2
MN;Jenkins city;94.6
GA;Jenkinsburg city;79.8
SC;Jenkinsville town;83.1
PA;Jenkintown borough;98.4
OK;Jenks city;96.6
CA;Jenner CDP;92.3
PA;Jennerstown borough;93.9
AR;Jennette town;62.7
MD;Jennings CDP;82.2
MI;Jennings CDP;77.4
KS;Jennings city;83.5
LA;Jennings city;74.5
MO;Jennings city;79.5
OR;Jennings Lodge CDP;92
FL;Jennings town;50.4
OK;Jennings town;83.9
FL;Jensen Beach CDP;92
UT;Jensen CDP;100
NY;Jericho CDP;95.5
AR;Jericho town;61.8
VT;Jericho village;96.6
MO;Jerico Springs village;82.1
PA;Jermyn borough;88.2
PA;Jerome CDP;85.5
ID;Jerome city;66.1
AZ;Jerome town;96.9
AR;Jerome town;67.9
IL;Jerome village;95.4
OH;Jeromesville village;90.5
OH;Jerry City village;85.7
GA;Jersey city;75.8
NJ;Jersey City city;85.5
PA;Jersey Shore borough;83.1
TX;Jersey Village city;94.7
PA;Jerseytown CDP;82.5
IL;Jerseyville city;90.6
OH;Jerusalem village;83.9
ND;Jessie CDP;60.7
PA;Jessup borough;91.2
MD;Jessup CDP;73.2
MD;Jesterville CDP;67.5
GA;Jesup city;84
IA;Jesup city;97.4
OK;Jet town;93.2
KS;Jetmore city;92.9
MT;Jette CDP;93.8
KS;Jewell city;91.6
IA;Jewell Junction city;91.2
TX;Jewett city;73.3
CT;Jewett City borough;78.8
IL;Jewett village;71.3
OH;Jewett village;84.1
WI;Jim Falls CDP;89.4
PA;Jim Thorpe borough;89.5
SC;Joanna CDP;79.3
TX;Joaquin city;84.4
CO;Joes CDP;94.1
PA;Joffre CDP;89.7
CA;Johannesburg CDP;100
OR;John Day city;88.4
GA;Johns Creek city;95.4
IL;Johnsburg village;95.2
AR;Johnson city;82.4
MN;Johnson city;100
KS;Johnson City city;79.2
OR;Johnson City city;88
TN;Johnson City city;89.3
TX;Johnson City city;88.7
NY;Johnson City village;89.4
WI;Johnson Creek village;93.4
NV;Johnson Lane CDP;95
SD;Johnson Siding CDP;92.3
OK;Johnson town;82.5
NE;Johnson village;93.9
VT;Johnson village;79.3
CO;Johnson Village CDP;100
PA;Johnsonburg borough;89.5
NJ;Johnsonburg CDP;71.2
SC;Johnsonville city;79.7
IL;Johnsonville village;92.7
IA;Johnston city;96.6
IL;Johnston City city;86.4
SC;Johnston town;70
CA;Johnstonville CDP;97.3
WY;Johnstown CDP;95.5
NY;Johnstown city;89
PA;Johnstown city;84.7
CO;Johnstown town;94.7
NE;Johnstown village;93.8
OH;Johnstown village;89.1
CA;Johnsville CDP;100
IA;Joice city;95
AR;Joiner city;59.5
IL;Joliet city;83.4
MT;Joliet town;89.1
VA;Jolivue CDP;83.5
IA;Jolley city;90.3
TX;Jolly city;91
TX;Jones Creek village;82.7
OK;Jones town;87.1
AR;Jonesboro city;89.1
GA;Jonesboro city;74.9
IL;Jonesboro city;84.1
IN;Jonesboro city;80.3
LA;Jonesboro town;72.3
TN;Jonesborough town;85.1
MO;Jonesburg city;78.1
PA;Jonestown borough;95.8
PA;Jonestown CDP;72.9
TX;Jonestown city;90.9
MS;Jonestown town;64.4
MI;Jonesville city;91.8
IN;Jonesville town;87.6
LA;Jonesville town;75.2
NC;Jonesville town;68.5
SC;Jonesville town;68
VA;Jonesville town;84.6
MT;Joplin CDP;90.6
MO;Joplin city;88.2
AL;Joppa CDP;67.3
IL;Joppa village;79.2
MD;Joppatowne CDP;91
MN;Jordan city;96.1
LA;Jordan Hill CDP;69.4
MT;Jordan town;86.5
OR;Jordan Valley city;92.9
NY;Jordan village;94.1
OR;Joseph city;94.3
AZ;Joseph City CDP;91.6
UT;Joseph town;77.4
TX;Josephine city;85.9
MO;Josephville village;92.9
TX;Joshua city;82.8
CA;Joshua Tree CDP;88.6
TX;Jourdanton city;75.8
IL;Joy village;89.7
LA;Joyce CDP;51.1
TX;Juarez CDP;15.6
ND;Jud city;97.8
WI;Juda CDP;92.8
MT;Judith Gap city;89.3
SC;Judson CDP;62.8
AR;Judsonia city;66.4
MD;Jugtown CDP;100
CO;Julesburg town;93.2
ID;Juliaetta city;85.5
CA;Julian CDP;85.6
PA;Julian CDP;91.1
NE;Julian village;82.8
NJ;Juliustown CDP;85.8
WI;Jump River CDP;74.3
MS;Jumpertown town;83.7
TX;Junction city;78.7
CA;Junction City CDP;89.3
WA;Junction City CDP;100
AR;Junction City city;80.3
KS;Junction City city;91.5
KY;Junction City city;83.3
OR;Junction City city;84.9
GA;Junction City town;81.1
IL;Junction City village;71.3
LA;Junction City village;82.8
MO;Junction City village;52.5
OH;Junction City village;86.3
WI;Junction City village;91.4
UT;Junction town;70.9
IL;Junction village;89.2
CA;June Lake CDP;92
FL;June Park CDP;90.4
WI;Juneau city;84.6
AK;Juneau city and borough;94.8
PA;Juniata Terrace borough;88
NE;Juniata village;95.3
WV;Junior town;67.6
FL;Juno Beach town;96.6
FL;Juno Ridge CDP;88.5
OR;Juntura CDP;85.7
FL;Jupiter Farms CDP;94.4
FL;Jupiter Inlet Colony town;96.6
FL;Jupiter Island town;98.6
FL;Jupiter town;92.3
CA;Jurupa Valley city;67.8
OK;Justice CDP;97.7
WV;Justice CDP;55.9
IL;Justice village;82.1
TX;Justin city;89.6
MI;K. I. Sawyer CDP;92.6
HI;Kaaawa CDP;92.8
HI;Kaanapali CDP;97.5
AK;Kachemak city;92.6
AZ;Kachina Village CDP;95.5
SD;Kadoka city;90.8
HI;Kahaluu CDP;91.8
HI;Kahaluu-Keauhou CDP;89.9
WA;Kahlotus city;83.3
MO;Kahoka city;88.3
HI;Kahuku CDP;86.9
HI;Kahului CDP;85.5
AZ;Kaibab CDP;72.5
AZ;Kaibito CDP;66.3
HI;Kailua CDP (Hawaii County);87.6
HI;Kailua CDP (Honolulu County);95.6
AZ;Kaka CDP;63.2
AK;Kake city;85.7
AK;Kaktovik city;76.5
HI;Kalaeloa CDP;83.3
HI;Kalaheo CDP;95.1
WA;Kalama city;92.9
MI;Kalamazoo city;90.2
HI;Kalaoa CDP;93.8
MI;Kaleva village;89.5
OH;Kalida village;87.2
AK;Kalifornsky CDP;96.3
HI;Kalihiwai CDP;97.6
MT;Kalispell city;94.3
MI;Kalkaska village;86.7
IA;Kalona city;84
AK;Kaltag city;86.4
UT;Kamas city;81.6
ID;Kamiah city;84.9
IL;Kampsville village;91.3
IA;Kamrar city;86.9
UT;Kanab city;97.2
UT;Kanarraville town;94.3
OH;Kanauga CDP;24.4
IA;Kanawha city;86.7
MN;Kandiyohi city;93.8
PA;Kane borough;89.5
IL;Kane village;88
HI;Kaneohe CDP;94.6
HI;Kaneohe Station CDP;99.9
IL;Kaneville village;91.9
IL;Kangley village;87.9
IL;Kankakee city;76.4
NC;Kannapolis city;82.9
KS;Kanopolis city;82.7
KS;Kanorado city;63.1
UT;Kanosh town;90.3
OH;Kansas CDP;100
KS;Kansas City city;77.8
MO;Kansas City city;88.4
AL;Kansas town;66.4
OK;Kansas town;77.6
IL;Kansas village;84.9
HI;Kapaa CDP;93.9
HI;Kapaau CDP;91.7
HI;Kapalua CDP;96.8
LA;Kaplan city;64.4
HI;Kapolei CDP;93.4
WA;Kapowsin CDP;95.8
PA;Kapp Heights CDP;78.8
IL;Kappa village;85.9
ND;Karlsruhe city;85
MN;Karlstad city;83.8
AK;Karluk CDP;85
IL;Karnak village;77.4
TX;Karnes City city;71.4
PA;Karns City borough;86.8
AK;Kasaan city;90.2
NY;Kaser village;76.4
AK;Kasigluk CDP;68.1
AK;Kasilof CDP;100
IL;Kaskaskia village;56.3
MN;Kasota city;89.5
MN;Kasson city;96.1
AZ;Katherine CDP;94.1
FL;Kathleen CDP;80.6
ND;Kathryn city;82.1
OK;Katie town;86.1
NY;Katonah CDP;94.7
TX;Katy city;84.1
TX;Kaufman city;77.2
WI;Kaukauna city;93.4
HI;Kaumakani CDP;76.6
HI;Kaunakakai CDP;94.9
OK;Kaw City city;88
HI;Kawela Bay CDP;99
WA;Kayak Point CDP;95
WY;Kaycee town;89
AZ;Kayenta CDP;86.7
SD;Kaylor CDP;100
UT;Kaysville city;98
TX;K-Bar Ranch CDP;85.9
HI;Keaau CDP;85.1
LA;Keachi town;80.2
HI;Kealakekua CDP;89.9
AZ;Keams Canyon CDP;71.1
NJ;Keansburg borough;85
MO;Kearney city;96.1
NE;Kearney city;94.9
MS;Kearney Park CDP;69.5
UT;Kearns CDP;77.3
AZ;Kearny town;87.7
NJ;Kearny town;83.3
KS;Kechi city;97.3
CA;Keddie CDP;100
MD;Keedysville town;96.9
MI;Keego Harbor city;89.9
CA;Keeler CDP;100
NM;Keeler Farm CDP;74.4
CA;Keene CDP;100
NH;Keene city;93.3
TX;Keene city;82.1
NC;Keener CDP;73.2
IL;Keenes village;86.5
CO;Keenesburg town;89.1
IL;Keensburg village;84.4
NY;Keeseville village;81.8
MN;Keewatin city;88.4
AR;Keiser city;78.7
IL;Keithsburg city;75.3
OR;Keizer city;88.7
HI;Kekaha CDP;86.9
WI;Kekoskee village;91.1
PA;Kelayres CDP;86.8
NC;Kelford town;65.2
IL;Kell village;88.9
WA;Keller CDP;75.9
TX;Keller city;96.5
VA;Keller town;89.8
IA;Kellerton city;91.3
IA;Kelley city;94.9
OH;Kelleys Island village;91
MN;Kelliher city;88.6
WI;Kellnersville village;90.4
ID;Kellogg city;87.7
IA;Kellogg city;88.7
MN;Kellogg city;89.8
NC;Kelly CDP;90.2
WY;Kelly CDP;-
CA;Kelly Ridge CDP;91.9
AL;Kellyton town;71.3
OK;Kellyville town;79.6
CA;Kelseyville CDP;73.6
WA;Kelso city;83
MO;Kelso village;89.9
TX;Kemah city;92.1
WY;Kemmerer city;92.2
TX;Kemp city;75.9
MD;Kemp Mill CDP;90
OK;Kemp town;88.8
TX;Kempner city;89.5
MD;Kemps Mill CDP;100
PA;Kempton CDP;90.4
IN;Kempton town;77.3
IL;Kempton village;96.4
CO;Ken Caryl CDP;96.7
AK;Kenai city;89.7
NC;Kenansville town;80.4
VA;Kenbridge town;78.5
FL;Kendale Lakes CDP;84.2
FL;Kendall CDP;90.2
WA;Kendall CDP;100
NJ;Kendall Park CDP;92.2
WI;Kendall village;87.7
FL;Kendall West CDP;79.9
IN;Kendallville city;88.8
TX;Kendleton city;92.1
ID;Kendrick city;81.3
OK;Kendrick town;75.4
TX;Kenedy city;61.6
OK;Kenefic town;75.9
TX;Kenefick town;83.2
NE;Kenesaw village;91.9
PA;Kenhorst borough;91.4
NJ;Kenilworth borough;86.3
PA;Kenilworth CDP;93.4
UT;Kenilworth CDP;89.4
IL;Kenilworth village;98.9
